yyyymmdd,jindices,jcount,party_list
19761130,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761201,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761202,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761203,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761204,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761205,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761206,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761207,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761208,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761209,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761210,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761211,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761212,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761213,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761214,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761215,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761216,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761217,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761218,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761219,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761220,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761221,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761222,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761223,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761224,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761225,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761226,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761227,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761228,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761229,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761230,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19761231,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770101,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770102,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770103,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770104,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770105,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770106,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770107,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770108,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770109,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770110,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770111,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770112,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770113,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770114,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770115,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770116,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770117,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770118,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770119,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770120,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770121,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770122,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770123,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770124,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770125,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770126,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770127,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770128,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770129,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770130,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770131,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770201,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770202,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770203,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770204,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770205,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770206,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770207,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770208,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770209,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770210,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770211,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770212,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770213,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770214,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770215,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770216,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770217,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770218,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770219,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770220,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770221,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770222,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770223,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770224,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770225,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770226,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770227,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770228,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770301,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770302,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770303,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770304,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770305,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770306,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770307,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770308,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770309,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770310,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770311,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770312,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770313,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770314,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770315,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770316,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770317,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770318,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770319,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770320,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770321,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770322,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770323,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770324,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770325,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770326,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770327,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770328,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770329,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770330,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770331,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770401,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770402,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770403,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770404,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770405,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770406,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770407,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770408,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770409,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770410,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770411,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770412,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770413,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770414,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770415,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770416,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770417,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770418,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770419,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770420,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770421,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770422,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770423,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770424,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770425,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770426,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770427,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770428,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770429,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770430,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770501,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770502,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770503,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770504,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770505,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770506,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770507,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770508,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770509,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770510,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770511,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770512,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
