yyyymmdd,jindices,jcount,party_list
20150501,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150502,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150503,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150504,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150505,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150506,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150507,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150508,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150509,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150510,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150511,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150512,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150513,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150514,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150515,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150516,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150517,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150518,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150519,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150520,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150521,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150522,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150523,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150524,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150525,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150526,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150527,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150528,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150529,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150530,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150531,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150601,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150602,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150603,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150604,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150605,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150606,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150607,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150608,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150609,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150610,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150611,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150612,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150613,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150614,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150615,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150616,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150617,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150618,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150619,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150620,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150621,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150622,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150623,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150624,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150625,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150626,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150627,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150628,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150629,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150630,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150701,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150702,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150703,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150704,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150705,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150706,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150707,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150708,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150709,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150710,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150711,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150712,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150713,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150714,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150715,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150716,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150717,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150718,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150719,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150720,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150721,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150722,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150723,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150724,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150725,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150726,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150727,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150728,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150729,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150730,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150731,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150801,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150802,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150803,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150804,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150805,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150806,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150807,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150808,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150809,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150810,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150811,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150812,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150813,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150814,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150815,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150816,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150817,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150818,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150819,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150820,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150821,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150822,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150823,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150824,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150825,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150826,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150827,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150828,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150829,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150830,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150831,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150901,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150902,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150903,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150904,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150905,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150906,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150907,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150908,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150909,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150910,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150911,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150912,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150913,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150914,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150915,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150916,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150917,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150918,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150919,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150920,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150921,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150922,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150923,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150924,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150925,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150926,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150927,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150928,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150929,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20150930,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20151001,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20151002,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20151003,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20151004,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20151005,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20151006,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
20151007,[ 97  96  95  99  92 118  91  98  94],9,"['Republican', 'Democratic', 'Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican']"
